income_group,country,countrycode,delta,labor_share,ky_ratio,hc_growth,tfp_growth,lfp,lfp_male,lfp_female,gdppc,gdp_pc_level,inv_gdp,inv_gdp_weo,gdp_growth,gdppc_growth,gns_gdp,cab_gdp,fdi_gdp,debt_gdp,poverty_215,poverty_365,poverty_685,gini,pop_growth_2024,pop_growth_2030,watp_2024,watp_2030
High income,Uruguay,URY,0.03638416901230812,0.5189269781112671,4.217350959777832,0.01306565199047327,0.012187222018837929,0.7580100000000001,0.80345,0.7125499999999999,21580.0,17421.041015625,0.1750534474849701,0.14975500106811523,0.011086513288319111,0.010189151391386986,-0.012728458270430565,-0.009851454757153988,0.025645265355706215,,0.002,0.006999999999999999,0.066,0.409,-0.00044075955520384014,-0.0007527806446887553,0.656618351068738,0.6650479744729109
Lower middle income,Uzbekistan,UZB,0.05538738891482353,0.37945353984832764,6.279387474060059,0.010007699951529503,0.0022091122809797525,0.6077600000000001,0.7750199999999999,0.43642000000000003,3020.0,3170.662353515625,0.4310510754585266,0.3920683264732361,0.05651107802987099,0.038019344210624695,0.005297207739204168,-0.0343632772564888,0.023291734978556633,0.5766101479530334,0.040999999999999995,0.073,0.24600000000000002,0.345,0.019706537947058678,0.015370109118521214,0.6303205784940754,0.6138545332471235
Lower middle income,Vanuatu,VUT,0.04731427878141403,0.7336539030075073,3.8872413635253906,0.010007699951529503,0.0022091122809797525,0.6022099999999999,0.64806,0.5566,3940.0,2908.244873046875,0.3364313840866089,0.33231499791145325,0.018960192799568176,-0.00411272794008255,-0.00907762348651886,-0.05905330553650856,0.03826722875237465,0.4178799092769623,0.195,0.369,0.813,0.32299999999999995,0.022735195234417915,0.020456014201045036,0.5739030287313803,0.5938079389735211
,"Venezuela, RB",VEN,0.03265747055411339,0.08436375111341476,,0.0,-0.03762079402804375,0.57148,0.7252500000000001,0.42003999999999997,,,0.22240549325942993,,,,,,,,,,,0.447,0.0036923212464898825,0.004723194055259228,0.64793783382349,0.6600551217917515
Lower middle income,Vietnam,VNM,0.05217429995536804,0.4958328306674957,3.489879846572876,0.009887972846627235,0.0022091122809797525,0.79097,0.82864,0.7541899999999999,4490.0,2604.224365234375,0.29674774408340454,0.2965116798877716,0.059571441262960434,0.04990154504776001,0.018005680292844772,0.019878149032592773,0.04632264003157616,0.32694950699806213,0.016,0.042,0.215,0.361,0.006312670186161995,0.004747200291603804,0.6772881167051985,0.682626143168663
High income,Virgin Islands (U.S.),VIR,0.04230361059308052,0.5460877418518066,5.107937335968018,0.005804792046546936,0.001797617063857615,0.67216,0.70233,0.64385,,,0.20726224780082703,,0.007257293909788132,0.010151302441954613,,,,,,,,,-0.009331509470939636,-0.007135713007301092,0.6081326188092574,0.582521149755108
Lower middle income,West Bank and Gaza,PSE,0.031502995640039444,0.4958328306674957,4.66707181930542,0.010007699951529503,0.0022091122809797525,,,,3080.0,3378.434814453125,0.23087844252586365,,-0.020633086562156677,-0.044325824826955795,-0.13980594277381897,-0.13459070026874542,0.011730346828699112,,0.021,0.061,0.28600000000000003,0.364,0.01581762544810772,0.017901260405778885,0.581151601426855,0.6083591106238588
Low income,"Yemen, Rep.",YEM,0.027231667190790176,0.5202069878578186,16.298141479492188,0.03332335129380226,0.0005836357595399022,0.33677999999999997,0.61625,0.05098,,1279.208740234375,0.060897622257471085,0.12191666662693024,-0.11785569787025452,-0.08645901083946228,-0.02702176943421364,-0.07426640391349792,-0.010346644558012486,,0.33299999999999996,0.5770000000000001,0.88,0.36700000000000005,0.029821040108799934,0.02485293336212635,0.5634853585653726,0.5726941733862904
Lower middle income,Zambia,ZMB,0.037143778055906296,0.29998084902763367,4.06998872756958,0.015055641531944275,0.006724679842591286,0.59728,0.65255,0.5432,1260.0,1349.659912109375,0.3249819874763489,0.32699501514434814,0.03291229158639908,0.0035738328006118536,0.009659498929977417,0.016426080837845802,0.024464311078190804,1.0526270866394043,0.7170000000000001,0.8140000000000001,0.94,0.515,0.028118226677179337,0.02571103163063526,0.5659590281574831,0.5884046054767609
Lower middle income,Zimbabwe,ZWE,0.06134645268321037,0.5333811044692993,2.3883957862854004,0.011877050623297691,0.01786491461098194,0.66021,0.72148,0.60759,2260.0,1414.8294677734375,0.13317587971687317,,0.01864520274102688,0.0028740877751260996,-0.08759857714176178,-0.006349480245262384,0.012649167329072952,0.40342986583709717,0.49200000000000005,0.6459999999999999,0.862,0.503,0.0178048238158226,0.01851465180516243,0.5552458320865424,0.5936608871134251
